Sex,Marital status,Age,Education,Income,Occupation,Settlement size,标签,Cluster,PC1,PC2,PC3
0,0,50,1,123641,1,1,0,0,0.9134320170012807,-0.6219198277788109,-0.36955041607153793
0,0,61,2,166410,2,1,1,1,2.721509775107752,-0.7749264514795604,-0.11262555635446392
0,0,25,0,227385,1,2,0,0,1.4570382885050792,2.52681526556544,-0.6853863077411313
1,1,26,1,118372,1,1,2,2,-0.7727496596605415,0.7022388789728069,0.7229647766502528
0,0,48,1,148115,1,1,0,0,1.2269294906875905,-0.07663724963075946,-0.33249631334907803
1,1,29,1,111069,1,0,2,2,-0.8104800877205613,0.3005904307412134,0.640708222853411
0,1,22,1,139780,1,0,2,2,-0.5853328859277858,1.2118631860992832,-0.017581524897128165
0,0,37,1,106978,1,2,0,0,-0.10793782776890183,-0.16048371644231893,-0.8081686489786903
1,1,25,1,110019,1,2,2,2,-0.9617378660441994,0.6403917909914779,0.4180109768261605
1,1,30,1,169102,1,1,0,0,0.3434456687168416,1.3773790103666577,0.8775601590462486
0,0,46,1,73703,0,0,2,2,-0.2793161988692547,-1.5454394039191839,-0.6766728492215409
0,0,51,1,141858,2,2,0,0,1.4208977630302915,-0.3523178771544704,-0.7010143699519845
1,1,41,2,135959,0,0,1,1,0.6162715212274787,-0.35528228207087886,0.9125391014676724
0,0,40,1,140888,2,2,0,0,0.7741341691200386,0.24511281714504662,-0.8082879172470384
0,0,66,2,157299,2,2,1,1,2.862792788559827,-1.185444474363492,-0.36201964437289935
0,0,34,1,125187,1,1,0,0,0.024396032666691964,0.2994492334434151,-0.5188002637248985
0,0,51,1,155486,1,2,0,0,1.5419441650709644,-0.08344371966026648,-0.5631733346412071
0,0,39,1,151697,0,0,0,0,0.6838777925204218,0.22727110247241344,-0.5645702490661191
0,1,22,1,126400,1,1,2,2,-0.7375475614356038,1.0795092377552271,0.04586890146096223
1,1,44,2,159246,1,2,1,1,1.3000321761358782,0.1822577460252548,0.8727243658424299
0,0,47,1,136138,1,1,0,0,0.9602185941411251,-0.23292499039405523,-0.36952644287008823
1,1,24,1,84792,0,0,2,2,-1.5649165621287202,-0.04326146040203388,0.4724741584197997
1,1,58,2,100210,0,0,1,1,0.9644126422203418,-1.9384003828175562,0.9928625818574616
0,0,52,1,93706,0,0,0,0,0.414027848619981,-1.5263480695373794,-0.5734786023412917
1,1,29,1,133783,2,1,2,2,-0.21419214852672563,0.7801424199542168,0.6804009602221394
1,1,27,1,110064,1,2,2,2,-0.8464418008240874,0.5294410408182049,0.4372138542825911
0,0,47,1,241068,1,1,0,0,2.795256974068971,1.625814709813682,-0.1287725405832516
0,0,30,0,149022,2,2,0,0,0.4901650396760229,0.8318496351995592,-0.9240078047862799
0,0,28,0,92973,1,2,2,2,-0.7218239970966286,-0.02179312896051705,-0.9651349735690908
0,0,56,1,110605,1,1,0,0,1.0289829354098334,-1.188084387375501,-0.34216164119791015
0,0,54,1,116604,1,1,0,0,1.019385640496439,-0.9700696636193102,-0.3474970204610531
1,1,33,1,71070,0,0,2,2,-1.2895989157487207,-0.7891997137719902,0.5269384010517587
0,0,20,0,128678,1,1,2,2,-0.56978906924377,1.027435289812206,-0.6833724183004349
0,0,54,1,165230,1,2,0,0,1.884112973502217,-0.07845943122475818,-0.5121670253613689
0,0,58,2,268340,1,1,1,1,4.215036877898584,1.2257593067106307,0.19916825767433277
1,1,61,2,135070,1,1,1,1,1.8362190074211273,-1.2260999475200003,1.2558398768998593
0,0,34,1,134794,1,2,0,0,0.2067507120328569,0.4998733001808081,-0.7729963956940229
0,0,36,1,120153,1,1,0,0,0.05086945487095035,0.09852860871229313,-0.5112507653756334
0,0,36,1,195465,2,2,0,0,1.499570277653564,1.4353905987386748,-0.72126439953706
0,1,41,1,93372,0,0,2,2,-0.3177154660152756,-0.82956570810479,-0.002809096775058917
0,0,24,0,110446,1,0,2,2,-0.74139364917653,0.3763155851747628,-0.7811549169666434
1,1,24,1,95186,1,1,2,2,-1.2927405037800177,0.4032678202972546,0.6506666351814362
0,0,35,1,115343,1,1,0,0,-0.09050340613808174,0.06919776713310916,-0.5318367586373303
0,1,26,1,107276,1,1,2,2,-0.842973990339072,0.5172491688411462,0.04018959510879583
0,0,39,1,244716,2,2,0,0,2.532645988551312,2.140205529851273,-0.5796122843137733
0,0,39,1,183108,2,2,0,0,1.4552320505870053,1.0488757342694734,-0.7209671533892277
0,0,32,0,152876,1,2,0,0,0.5547907257254143,0.8158383706788839,-0.7894928405233554
1,1,30,1,165147,1,0,0,0,0.1925021405074273,1.2026591694883646,0.7743358939752801
0,1,35,1,140520,1,0,0,0,0.17191751413005318,0.4986103662566552,0.10826393327540929
0,1,31,1,124203,1,1,2,2,-0.26067823937974055,0.5377258976121284,0.12677637981059786
1,1,23,1,107205,1,1,2,2,-1.139804197765265,0.6720474372599174,0.6686935021273556
0,0,28,0,121432,0,2,0,0,-0.23275280682495736,0.32458382269708863,-0.9600323791794573
1,1,25,1,162445,1,0,0,0,-0.1410237547912389,1.4341654030299245,0.7203872895844495
0,1,35,1,134112,1,1,0,0,0.14163067227187703,0.48975906910718914,0.18771108322774177
0,0,47,1,131842,1,1,0,0,0.8850892233208637,-0.3090247307170557,-0.3793832880451979
1,1,30,1,189896,2,0,0,0,0.7426009581988703,1.6135987304242787,0.7245479655744608
1,1,27,1,109099,1,2,2,2,-0.8633179281149516,0.5123469417931361,0.43499973519646884
1,1,23,1,153539,1,1,2,2,-0.32950525279645937,1.492812187754774,0.7750033401961473
0,1,36,1,180495,2,1,0,0,1.127324076922091,1.2280513597028648,0.19711053617661844
1,1,25,1,104653,1,2,2,2,-1.0555796267102893,0.5453379719567432,0.40569909805296744
1,1,41,2,166933,2,2,1,1,1.3799834294224484,0.45858129141120163,0.7551395338900192
0,0,24,0,66118,0,0,2,2,-1.5252371502210513,-0.5666630960564196,-0.9430565566926296
0,0,63,2,135754,1,0,1,1,2.100839529453063,-1.5069116456981935,-0.1514409801432981
1,1,27,1,116103,1,2,2,2,-0.7408304715914158,0.6364164439398529,0.45106988035626105
0,0,30,0,104293,1,1,2,2,-0.42369370959726743,0.03673772857595281,-0.643823803774207
0,1,40,1,71702,0,0,2,2,-0.7539396287071771,-1.1575561450856937,-0.062079077385998715
0,0,30,0,99066,1,2,2,2,-0.500759208710562,-0.025609049181856358,-0.9320554202236795
0,0,34,1,143979,2,2,0,0,0.4846629544341352,0.6351107292761314,-0.8584947380393033
1,1,29,1,123818,1,0,2,2,-0.587522837118254,0.5264273928869148,0.6699598334533815
1,1,24,1,176714,1,2,0,0,0.14738407287758493,1.8777071160315089,0.5614877662102301
0,0,29,0,149249,1,2,0,0,0.31959732728195,0.9192111845608322,-0.826464158663495
0,0,27,0,77535,0,0,2,2,-1.1538105584140312,-0.5320431312800411,-0.8882116761888719
0,0,47,1,116540,1,1,0,0,0.6174845603107056,-0.5800857703871098,-0.4144925629217172
1,1,21,1,194728,1,0,0,0,0.19453009278630246,2.229525211913829,0.7562589203451978
1,1,38,1,109311,1,2,2,2,-0.22981040103006123,-0.09851103443488043,0.5405341091575532
0,0,27,0,204723,1,2,0,0,1.1752294600530135,2.013630622581559,-0.7182829143143131
0,0,66,2,126003,0,0,1,1,2.0934496751963,-2.005011985551347,-0.20535888129859492
0,0,35,1,123109,1,1,0,0,0.045310070070053665,0.20676540757734135,-0.5140182624478746
1,1,44,2,108251,0,0,1,1,0.3034717086251121,-1.0137261767305787,0.8776146459667366
0,1,27,1,89908,0,0,2,2,-1.179858310990186,-0.10869213339959091,-0.14445437990499188
1,1,30,1,176057,2,1,0,0,0.5823591920936362,1.4731140137356562,0.7869452513516914
0,0,27,0,144332,2,2,0,0,0.23638166889039422,0.9163923690155511,-0.963418095557039
0,0,22,0,101185,1,1,2,2,-0.936083463439011,0.42867386714945743,-0.7273533868477682
1,1,23,1,107406,1,2,2,2,-1.1219436668943001,0.7058527522565884,0.3929160187343296
0,0,30,0,140665,1,1,0,0,0.2123876394424314,0.6810346920368868,-0.5603710168307512
1,1,39,2,106461,1,0,2,2,-0.005479019784634845,-0.6083162912556452,0.8859529722417064
1,1,51,2,127825,1,0,1,1,1.055193774720999,-0.9003597302903081,1.0495688152213871
0,0,28,0,133898,1,1,0,0,-0.020464205725026288,0.672911314079059,-0.5949970119005629
0,0,46,1,152383,1,2,0,0,1.201405495633815,0.1409591628874567,-0.6180420030253381
0,0,42,1,119926,1,0,0,0,0.30864927813127613,-0.3453967492173503,-0.5486225329203818
0,0,38,1,108784,1,2,0,0,-0.01909956404666331,-0.1843660079940226,-0.7944751051830153
0,0,24,0,153286,1,1,0,0,0.08957911188806673,1.2398479033481848,-0.5887119776326076
1,1,29,1,214204,1,2,0,0,1.0892899849582,2.262438723820615,0.6952547900497831
0,0,36,1,208101,2,2,0,0,1.7205513599824331,1.659225868459679,-0.6922720588404387
1,1,20,1,95355,1,1,2,2,-1.5188031865846627,0.6297572705375754,0.6128551360647473
0,0,48,1,124156,1,1,0,0,0.8079293520743126,-0.5010491859433217,-0.3874684161308403
0,1,45,2,72215,0,0,2,2,-0.145654151617658,-1.6963792898382843,0.1471663459645579
0,0,38,1,146529,1,2,0,0,0.6409931039260474,0.48425240413159487,-0.7078720741926727
0,0,34,1,75343,0,0,2,2,-0.9376900999043828,-0.845900986674488,-0.7875077642663472
0,0,36,1,129789,1,1,0,0,0.21938589277226286,0.2692216016714255,-0.4891416964493401
1,1,30,1,101153,1,1,2,2,-0.8448610393525109,0.17372415580251466,0.7216563478722445
0,0,36,1,127833,1,2,0,0,0.19952434429981458,0.26481761967631057,-0.7698682522452318
0,0,70,2,224998,2,2,1,1,4.275745634034282,-0.2097139115122403,-0.16849018242000502
0,0,36,1,124445,1,2,0,0,0.14027427252629376,0.20480227511990334,-0.7776417604978554
0,0,32,0,141116,1,1,0,0,0.3347839198750728,0.5772758633187205,-0.5402366032614031
1,1,33,1,104276,1,2,2,2,-0.6041363014785577,0.09166822187819723,0.48123261375333104
1,1,20,1,147687,1,2,2,2,-0.589264529496043,1.5870159288252932,0.4566882662247097
1,1,25,1,125168,1,1,2,2,-0.7111542995941654,0.878497792093051,0.7290078674440311
0,1,31,1,115369,1,2,2,2,-0.40082372930976745,0.4114843890942953,-0.16973122373073224
0,0,33,1,95445,1,0,2,2,-0.6347706386040409,-0.2761899622253239,-0.6907406526996203
1,1,26,1,95159,1,1,2,2,-1.1787035900261669,0.2910416554816967,0.6697043141153786
1,1,34,1,153031,2,2,0,0,0.4230391486990445,0.8719783393002596,0.4960744402486136
0,0,33,1,108899,1,0,2,2,-0.39948419656125783,-0.037864565040582665,-0.6598714732336229
0,0,26,0,113515,1,1,2,2,-0.4914355837343552,0.4235928559913489,-0.6608638831119696
1,1,53,2,211229,2,0,1,1,2.7455729275989227,0.43785202747676943,1.1534599504299718
0,1,42,2,121307,1,0,1,1,0.5497395614472756,-0.5013888466221978,0.2913491786920117
0,0,52,1,131727,1,2,0,0,1.183696217196373,-0.5601867796843877,-0.6081367384483432
0,0,31,0,133574,2,1,0,0,0.26291624538625424,0.47208361344445104,-0.6736635887640463
0,0,65,2,117334,1,0,1,1,1.8932157082215626,-1.9449531093407877,-0.1746046404332362
0,1,28,1,177291,1,2,0,0,0.5103178647740756,1.6759982361308894,-0.05630534811312993
0,1,30,1,168763,2,1,0,0,0.5786250541196293,1.3554732823535411,0.11289346956716317
0,0,40,1,77720,0,0,2,2,-0.5525933266418523,-1.1390382423609344,-0.7247550334606979
0,0,50,1,176645,1,2,0,0,1.8547227544416733,0.3472427005035661,-0.5241754330350219
0,0,36,1,106205,1,1,0,0,-0.19305616528757052,-0.14854755004590298,-0.5432533902598113
0,0,31,0,97785,1,1,2,2,-0.48025246379859793,-0.1344195259751517,-0.6492061004780341
1,1,74,3,214364,2,1,1,1,3.9385441454505705,-0.4411445270379778,1.2901305187460692
0,0,68,2,74525,0,0,1,1,1.307700448802742,-3.02864591092526,-0.30437160764969995
0,1,20,1,98988,1,0,2,2,-1.4132212399777835,0.6010178192005591,-0.13027529396207582
1,1,33,1,133561,1,1,2,2,-0.10633933048587597,0.5801806310817106,0.8246634809529868
0,0,54,1,217651,2,2,1,1,2.918145671393444,0.8226644905626621,-0.4984636549526832
0,0,34,1,116525,0,0,0,0,-0.21749043763250103,-0.11639923947201938,-0.6930187982511322
0,0,36,1,135302,1,2,0,0,0.33014382070962184,0.3971241747211175,-0.7527311999610387
0,1,29,1,106434,1,1,2,2,-0.6859354238778582,0.3347120766762627,0.0669071327350701
0,0,21,0,128350,1,2,0,0,-0.5039252562300149,0.9959959078441831,-0.9508138377590243
1,1,34,1,147626,2,2,0,0,0.32851534765539625,0.7762336706676205,0.4836730789424063
1,1,28,1,102697,1,0,2,2,-1.0141459698799122,0.20816199255343343,0.6119494915764118
1,1,27,1,120262,1,0,2,2,-0.7642200245334168,0.5751839651565436,0.642701233601744
0,0,36,1,124214,1,2,0,0,0.13623449490537187,0.20071031980923915,-0.7781717724241707
0,1,40,1,175223,2,1,0,0,1.2641443995554618,0.9111668966905999,0.2232135900119795
0,0,52,1,137467,1,0,0,0,1.1879555318676944,-0.5934132786141908,-0.41287790097989757
0,1,27,1,65815,0,0,2,2,-1.6012018703878943,-0.5354777580741836,-0.19973393549249552
0,0,26,0,129864,1,1,0,0,-0.20552075981897977,0.7132005502512964,-0.6233523463876058
0,1,21,1,88475,1,1,2,2,-1.4580426558508173,0.4635762311862479,-0.05069694002553771
0,0,38,1,74666,0,0,2,2,-0.720511430222804,-1.081389195779819,-0.7508618325027672
0,0,38,1,222294,2,2,0,0,2.0832706883229033,1.7988940954953936,-0.6406076717151419
0,0,43,1,112878,1,0,0,0,0.24264688793298528,-0.5261196135855917,-0.5552438185428679
0,0,26,0,103411,1,2,2,2,-0.653791106472048,0.27485445031099,-0.960285405036072
0,1,21,1,112868,0,0,2,2,-1.1218561856323803,0.633267077725371,-0.14907329176237483
0,0,55,1,157940,1,2,0,0,1.8138784353201034,-0.2634691059184574,-0.5193435615733281
0,0,33,1,115835,1,2,0,0,-0.1820629003113423,0.2199057673003827,-0.8260461930485097
1,1,45,2,109807,0,0,1,1,0.38793791864505434,-1.0420369913457717,0.8907345837815509
0,0,50,1,150699,1,1,0,0,1.386628133308225,-0.14261191957123492,-0.3074678935510269
0,0,66,2,178967,2,0,1,1,3.145604388711857,-0.9365209118722633,-0.13021522265185936
0,0,51,1,132767,1,0,0,0,1.0485063744876728,-0.6207955700454395,-0.43321150761001564
1,1,39,2,86152,0,0,2,2,-0.3692730893273272,-1.125820190639028,0.779161100732889
0,0,31,0,114528,1,2,0,0,-0.17310188355408462,0.1924123030864805,-0.8870292233294716
0,0,23,0,133912,1,1,0,0,-0.3064921096019445,0.9525290221823668,-0.6427139609153231
0,1,24,1,81210,0,0,2,2,-1.50373444673103,-0.09514748133745962,-0.19306072176090905
1,1,64,3,131242,1,0,1,1,1.7132826482949572,-1.432029979504527,1.016338079110641
0,1,26,1,68804,0,0,2,2,-1.6061841441000881,-0.42665639416475465,-0.2024257165752631
1,1,23,1,96961,1,1,2,2,-1.3189534702705623,0.49058427621037914,0.6451894234556091
0,0,30,0,90719,1,2,2,2,-0.6467333377228341,-0.1734685772256377,-0.9512069767126552
0,0,32,0,114116,1,1,0,0,-0.1373978799729385,0.09899537246187418,-0.6021860491943545
0,0,30,0,128639,1,1,0,0,0.002074368147165273,0.4680050185907967,-0.5879637589340724
0,0,27,0,106623,1,1,2,2,-0.5547098124224131,0.24563339001472473,-0.6671272386023986
0,0,27,0,236264,1,1,0,0,1.712479843655218,2.5421060239099997,-0.36967582674337085
0,0,53,1,207783,2,1,1,1,2.6739720201852326,0.6734909879093365,-0.254416181817515
0,0,22,0,91739,1,1,2,2,-1.1012771405265782,0.2613465517185771,-0.7490265152286073
0,0,22,0,107780,1,2,2,2,-0.8064032870781132,0.5757430880179312,-0.9884603236743017
0,0,26,0,139157,1,2,0,0,-0.028657379902899197,0.908062392020947,-0.8782689274686912
0,0,51,1,121751,0,0,0,0,0.8472302851667419,-0.9736824101127972,-0.5186812975982804
0,0,35,1,121974,1,0,0,0,-0.05631669237745722,0.08199930685520768,-0.610772252054735
0,1,25,1,70320,0,0,2,2,-1.6369265582262118,-0.3439278881454051,-0.2084971840972617
0,0,42,1,78327,0,0,2,2,-0.42746888469897787,-1.2400336726874834,-0.7042626897592928
0,0,30,0,131433,2,0,0,0,0.0864417910638532,0.38537107807718696,-0.7822755830278277
0,0,23,0,167076,0,2,0,0,0.2792065310412637,1.4124955603484672,-0.9030547645675296
0,1,61,2,130788,0,0,1,1,1.7947558188303603,-1.552794838844853,0.4343546654713667
1,1,35,1,107408,1,1,2,2,-0.4491995168368083,0.005156092039264815,0.7837570404630668
0,0,39,1,115323,1,1,0,0,0.13816502067313197,-0.154652283361372,-0.49368339035604836
1,1,29,1,99012,1,0,2,2,-1.021335493674912,0.08701162043525046,0.613044353608463
0,0,51,1,115996,1,1,0,0,0.8369891625619061,-0.8132180052226647,-0.3775414727763193
0,0,24,0,123353,1,1,0,0,-0.4338956219952859,0.7096119799104816,-0.6573909689330163
1,1,27,1,100008,1,0,2,2,-1.1184263272786619,0.2164027406448929,0.5962299714563365
1,1,35,1,125105,0,0,2,2,-0.230114132980678,0.05623337684589025,0.6700172261348575
0,0,25,0,92020,1,2,2,2,-0.9102539091403302,0.1289471676085132,-0.9959710021379448
0,0,52,1,108365,1,2,0,0,0.7751365428241788,-0.9740234029213378,-0.6617390701478102
0,0,35,1,112979,1,0,0,0,-0.2136231845860817,-0.07733895296913801,-0.6314105952461015
0,0,26,0,117221,1,1,2,2,-0.42662425965151335,0.48924128188451443,-0.6523607480516912
1,1,22,1,88800,1,2,2,2,-1.5045839394108569,0.4321382939418098,0.34067615302481824
1,1,39,2,115099,0,0,2,2,0.13695826475416834,-0.6130503621637267,0.8455777900447833
1,1,46,2,113399,0,0,1,1,0.5080101340164983,-1.0342819141319077,0.9085259687044945
1,1,24,1,115879,1,1,2,2,-0.9308568747335401,0.7698255313083926,0.6981451494292347
0,0,35,1,141270,1,2,0,0,0.37725893891399226,0.5587158194550851,-0.7485878921758706
0,0,24,0,107633,1,1,2,2,-0.7088103587956838,0.4311464496782732,-0.6934593130095347
0,0,27,0,131751,0,0,0,0,-0.20566950431922454,0.4283440943605067,-0.7638171887555054
0,0,35,1,83687,0,0,2,2,-0.7345138877596886,-0.7539685430698189,-0.7588132768592041
0,1,29,1,106828,1,2,2,2,-0.6646996675487205,0.3719362114779473,-0.2084275268407313
1,1,23,1,135537,1,1,2,2,-0.6443280957914187,1.173923098999035,0.7336991207263327
1,1,57,2,107142,0,0,1,1,1.028386399500767,-1.7597323531507738,0.9992177143048285
0,0,27,0,97446,1,1,2,2,-0.7151991597263094,0.0830711654001588,-0.6881831669478318
1,1,55,2,126357,1,2,1,1,1.354662304821916,-1.0149543979010018,0.9023110135136393
0,0,36,1,169617,2,1,0,0,1.0331895015714159,0.9472719597047616,-0.5043320065085676
1,1,57,2,108945,0,0,1,1,1.0599176508017287,-1.727793844816889,1.0033545606387957
0,0,32,0,67345,0,0,2,2,-1.0457427284353857,-0.9919194421596181,-0.863842785019064
0,0,37,1,106215,1,0,0,0,-0.21740437400171447,-0.30890495729960604,-0.6278304502843923
0,0,36,1,149237,1,0,0,0,0.47771905574221923,0.5090646618124945,-0.5386695584399805
1,1,38,1,112124,1,0,2,2,-0.27673909110522615,-0.18358668139201628,0.7290771678020823
0,1,45,2,215150,2,2,1,1,2.5760557748285415,1.100771766489107,0.24665277527946694
0,0,25,0,89534,1,1,2,2,-0.9680750108502846,0.05466515181154985,-0.7254362774099854
0,0,32,0,111082,1,2,0,0,-0.17611172400968889,0.07549559901699332,-0.8853859939797173
1,1,37,1,137069,1,1,0,0,0.18402751817214463,0.41882589805919057,0.8709115768361745
0,0,36,1,244541,2,2,0,0,2.3578219076291567,2.3047273901938823,-0.6086632510701888
0,0,28,0,120712,1,1,0,0,-0.25106380619894775,0.43933329361837825,-0.6252512857550776
0,1,34,1,175367,0,0,0,0,0.7154488728259525,1.0140188813948905,0.1184734934980568
0,0,32,0,111418,1,1,0,0,-0.1845810835281213,0.051202751560697424,-0.6083764049398028
1,1,26,1,110913,1,0,2,2,-0.9849718925613423,0.46544885883664744,0.6117008501515412
0,1,49,2,84267,0,0,1,1,0.2941320043700444,-1.7063848186429933,0.21301799984963943
1,1,32,1,136886,1,2,2,2,-0.0911001643278644,0.7251987124420946,0.5465039637068579
0,0,29,0,144884,2,2,0,0,0.36054425901876347,0.8144226636150345,-0.9430519451714232
0,0,23,0,151180,1,1,0,0,-0.0045056162769274155,1.258415967223701,-0.6030938486053155
0,0,50,1,114997,1,1,0,0,0.7622638881906804,-0.7750404412220175,-0.3893834164657761
0,0,49,1,100961,0,0,0,0,0.3691412037300746,-1.2302105037478681,-0.5854819993465283
0,0,63,2,124849,1,2,1,1,2.0062535852922974,-1.56517843326008,-0.358550517176325
0,1,37,1,152308,1,2,0,0,0.5887007241878358,0.7305815898891203,-0.027678613283058318
1,1,35,1,167945,0,1,0,0,0.6008586280839185,0.919765695019312,0.8624601654688934
0,0,26,0,126706,1,2,0,0,-0.24640314249206918,0.6875042293669248,-0.9068367997394755
0,0,31,0,210017,2,2,0,0,1.6141132497391484,1.8564467500673327,-0.7745096033859582
1,1,49,2,125665,1,1,1,1,0.9846877738185444,-0.7222136792202625,1.119663049620629
0,1,48,2,111184,1,1,1,1,0.7980112882340712,-0.9112916494692183,0.41957142890838106
0,1,26,1,94134,1,0,2,2,-1.1545817480004743,0.17978996242574746,-0.08411354254684034
0,1,28,1,214620,2,1,0,0,1.2660730250707548,2.2795362951679614,0.1990092390445971
1,1,44,2,193816,2,1,1,1,2.007537351774014,0.736922624533658,1.121708637395379
0,0,56,1,168714,1,1,1,1,2.0452056097567994,-0.15873620059029758,-0.2088349614305815
0,1,46,2,202997,2,1,1,1,2.4064306483350393,0.7993736787107881,0.504557118129444
